Player,Team,Rec,Tgt,Yds,Y/R,Long,1stD,TD,Fumb,FumL,Date
Kareem Hunt,KC,1,2,8,8,8,1,0,0,0,12/14
Woody Marks,HOU,1,1,8,8,8,0,0,0,0,12/14
Gage Larvadain,CLE,1,2,8,8,8,0,0,0,0,12/14
Tony Pollard,TEN,1,2,8,8,8,1,0,0,0,12/14
Jack Stoll,NO,1,1,7,7,7,0,0,0,0,12/14
Jimmy Horn Jr.,CAR,1,1,7,7,7,0,0,0,0,12/14
Ashton Jeanty,LV,4,6,7,1.8,6,0,0,0,0,12/14
Kyle Juszczyk,SF,1,1,7,7,7,1,0,0,0,12/14
Isaiah Davis,NYJ,1,1,7,7,7,0,0,0,0,12/14
Adam Thielen,PIT,1,1,7,7,7,0,0,0,0,12/14
Dontayvion Wicks,GB,1,2,6,6,6,0,0,0,0,12/14
Chris Brooks,GB,1,2,6,6,6,0,0,0,0,12/14
Rachaad White,TB,1,1,6,6,6,0,0,0,0,12/14
Devin Culp,TB,1,1,6,6,6,1,1,0,0,12/14
Terrance Ferguson,LAR,1,2,6,6,6,0,0,0,0,12/14
Allen Lazard,NYJ,1,2,6,6,6,0,0,0,0,12/14
Mason Tipton,NO,1,2,5,5,5,0,0,1,0,12/14
Rico Dowdle,CAR,1,1,5,5,5,0,0,0,0,12/14
Ja'Tavion Sanders,CAR,2,2,5,2.5,6,0,0,0,0,12/14
LeQuint Allen Jr.,JAX,1,1,5,5,5,0,0,0,0,12/14
Omarion Hampton,LAC,1,1,4,4,4,0,0,0,0,12/14
Trayveon Williams,CLE,2,2,4,2,6,0,0,0,0,12/14
James Cook III,BUF,2,3,4,2,5,1,1,0,0,12/14
Puka Nacua,LAR,7,11,167,23.9,32,7,2,0,0,12/7
DK Metcalf,PIT,7,12,148,21.1,52,3,0,0,0,12/7
Michael Wilson,ARI,11,16,142,12.9,25,9,2,0,0,12/7
Zay Flowers,BAL,8,11,124,15.5,35,4,0,0,0,12/7
CeeDee Lamb,DAL,6,8,121,20.2,37,4,0,0,0,12/7
Nico Collins,HOU,4,8,121,30.3,53,3,0,0,0,12/7
Ryan Flournoy,DAL,9,13,115,12.8,42,6,1,0,0,12/7
Harold Fannin Jr.,CLE,8,11,114,14.3,35,5,1,0,0,12/7
A.J. Brown,PHI,6,13,100,16.7,26,5,0,0,0,12/7
Jameson Williams,DET,7,9,96,13.7,29,3,0,0,0,12/7
Dawson Knox,BUF,6,7,93,15.5,32,4,0,0,0,12/7
Jaxon Smith-Njigba,SEA,7,10,92,13.1,30,4,2,1,0,12/7
Amon-Ra St. Brown,DET,6,9,92,15.3,37,2,0,0,0,12/7
Tee Higgins,CIN,6,11,92,15.3,25,5,2,0,0,12/7
Kyle Pitts Sr.,ATL,6,10,90,15,30,3,0,0,0,12/7
Christian Watson,GB,4,4,89,22.3,41,3,2,0,0,12/7
Brian Thomas Jr.,JAX,3,6,87,29,39,3,0,0,0,12/7
Mike Gesicki,CIN,6,6,86,14.3,37,5,1,0,0,12/7
Alec Pierce,IND,5,8,80,16,29,4,0,0,0,12/7
Michael Pittman Jr.,IND,9,12,79,8.8,24,5,0,0,0,12/7
Dallas Goedert,PHI,8,10,78,9.8,16,5,0,0,0,12/7
Tim Patrick,JAX,5,6,78,15.6,37,3,1,0,0,12/7
Jahmyr Gibbs,DET,7,7,77,11,26,3,0,0,0,12/7
Jerry Jeudy,CLE,3,5,76,25.3,60,2,1,0,0,12/7
Rashid Shaheed,SEA,4,5,67,16.8,33,3,0,0,0,12/7
Luther Burden III,CHI,4,6,67,16.8,27,4,0,0,0,12/7
Dylan Sampson,CLE,5,6,64,12.8,31,1,0,1,1,12/7
Courtland Sutton,DEN,6,10,62,10.3,14,4,0,0,0,12/7
Jordan Addison,MIN,4,7,62,15.5,21,4,0,0,0,12/7
Kimani Vidal,LAC,1,3,60,60,60,1,0,0,0,12/7
Jake Ferguson,DAL,5,7,58,11.6,19,2,0,1,1,12/7
Quinshon Judkins,CLE,1,3,58,58,58,1,0,0,0,12/7
Trey McBride,ARI,5,9,58,11.6,27,2,0,0,0,12/7
Xavier Worthy,KC,3,4,55,18.3,23,3,0,0,0,12/7
Chris Godwin Jr.,TB,5,8,55,11,21,3,0,0,0,12/7
Mason Taylor,NYJ,5,8,51,10.2,15,3,0,0,0,12/7
Jack Bech,LV,6,6,50,8.3,17,2,0,0,0,12/7
Jaylen Waddle,MIA,5,7,50,10,24,4,1,0,0,12/7
Jaylen Warren,PIT,3,3,49,16.3,38,1,1,0,0,12/7
Brock Bowers,LV,4,5,46,11.5,15,3,1,0,0,12/7
Bo Melton,GB,1,2,45,45,45,1,1,0,0,12/7
Ja'Marr Chase,CIN,5,8,44,8.8,16,3,0,0,0,12/7
Cole Kmet,CHI,2,3,42,21,26,2,0,0,0,12/7
Terry McLaurin,WAS,3,6,41,13.7,28,2,0,0,0,12/7
Dalton Kincaid,BUF,4,5,41,10.3,20,3,1,0,0,12/7
Tyler Lockett,LV,3,4,41,13.7,26,1,0,0,0,12/7
Greg Dulcich,MIA,3,3,41,13.7,23,2,0,0,0,12/7
Devaughn Vele,NO,3,5,40,13.3,16,3,0,0,0,12/7
Jakobi Meyers,JAX,4,10,39,9.8,14,3,1,0,0,12/7
Juwan Johnson,NO,4,4,38,9.5,12,2,0,0,0,12/7
George Pickens,DAL,5,9,37,7.4,11,2,0,1,0,12/7
DeVonta Smith,PHI,4,8,37,9.3,28,1,0,0,0,12/7
Hollywood Brown,KC,1,2,35,35,35,1,0,0,0,12/7
Cooper Kupp,SEA,2,3,35,17.5,24,2,1,0,0,12/7
Rashee Rice,KC,4,8,34,8.5,15,1,0,0,0,12/7
Jayden Higgins,HOU,3,5,34,11.3,17,2,0,0,0,12/7
John Metchie III,NYJ,4,8,34,8.5,18,1,0,0,0,12/7
Tyler Allgeier,ATL,2,2,33,16.5,21,1,0,0,0,12/7
Jalen Brooks,ARI,2,3,32,16,20,2,0,0,0,12/7
Pat Bryant,DEN,4,4,32,8,13,3,0,0,0,12/7
Colby Parkinson,LAR,3,5,32,10.7,14,2,1,0,0,12/7
James Cook III,BUF,2,2,31,15.5,27,1,0,2,1,12/7
Jayden Reed,GB,4,4,31,7.8,18,2,0,0,0,12/7
Calvin Austin III,PIT,1,2,31,31,31,1,0,0,0,12/7
Jalen Nailor,MIN,3,3,30,10,12,2,0,0,0,12/7
Chris Olave,NO,3,5,30,10,12,2,0,0,0,12/7
Colston Loveland,CHI,4,5,29,7.3,11,3,1,0,0,12/7
Davante Adams,LAR,4,6,29,7.3,10,3,0,0,0,12/7
Tyjae Spears,TEN,2,4,28,14,24,1,0,0,0,12/7
Deebo Samuel,WAS,4,6,27,6.8,15,2,0,0,0,12/7
Brenton Strange,JAX,3,6,27,9,16,1,0,0,0,12/7
AJ Barner,SEA,3,4,27,9,15,1,0,0,0,12/7
Lil'Jordan Humphrey,DEN,3,3,27,9,15,2,0,0,0,12/7
Kenneth Gainwell,PIT,6,7,27,4.5,9,1,0,0,0,12/7
KaVontae Turpin,DAL,2,2,26,13,21,2,0,0,0,12/7
Bucky Irving,TB,2,3,26,13,24,1,1,0,0,12/7
RJ Harvey,DEN,6,6,25,4.2,9,2,0,0,0,12/7
Shedrick Jackson,LV,1,1,25,25,25,1,1,0,0,12/7
Isaiah Likely,BAL,4,6,25,6.3,8,2,1,0,0,12/7
Chimere Dike,TEN,5,8,24,4.8,19,2,1,0,0,12/7
Devin Duvernay,CHI,1,1,24,24,24,1,0,0,0,12/7
Tre Tucker,LV,2,5,24,12,13,2,0,0,0,12/7
Josh Oliver,MIN,2,2,24,12,18,2,2,0,0,12/7
Adonai Mitchell,NYJ,1,6,24,24,24,1,0,0,0,12/7
Isaiah Williams,NYJ,2,3,24,12,15,1,0,0,0,12/7
Cedric Tillman,CLE,1,3,23,23,23,1,0,0,0,12/7
Josh Downs,IND,4,5,23,5.8,12,2,0,0,0,12/7
Rashod Bateman,BAL,2,3,23,11.5,18,2,0,0,0,12/7
Keenan Allen,LAC,3,3,22,7.3,10,1,0,0,0,12/7
Luke Musgrave,GB,2,4,22,11,12,2,0,0,0,12/7
Dalton Schultz,HOU,3,4,22,7.3,14,1,0,0,0,12/7
Dylan Drummond,ATL,3,5,21,7,15,1,0,0,0,12/7
Gabe Davis,BUF,2,2,21,10.5,17,1,0,0,0,12/7
Josh Whyle,GB,1,1,21,21,21,1,0,0,0,12/7
Davis Allen,LAR,2,2,21,10.5,12,1,0,0,0,12/7
Zach Charbonnet,SEA,2,3,20,10,15,1,0,0,0,12/7
Isaac TeSlaa,DET,2,3,20,10,12,1,1,0,0,12/7
Chig Okonkwo,TEN,2,2,20,10,11,1,0,0,0,12/7
Cade Otton,TB,3,4,19,6.3,9,0,0,0,0,12/7
D'Andre Swift,CHI,3,4,19,6.3,10,1,0,0,0,12/7
Tyquan Thornton,KC,2,3,19,9.5,12,2,0,0,0,12/7
Noah Brown,WAS,1,2,19,19,19,1,0,0,0,12/7
Jeremy Ruckert,NYJ,2,3,19,9.5,14,1,0,0,0,12/7
Charlie Kolar,BAL,1,1,19,19,19,1,0,0,0,12/7
Darius Cooper,PHI,1,1,19,19,19,1,0,0,0,12/7
Gage Larvadain,CLE,2,3,18,9,14,1,0,1,0,12/7
Michael Carter,ARI,2,4,18,9,12,1,0,0,0,12/7
Bam Knight,ARI,3,6,18,6,9,1,0,0,0,12/7
Tre' Harris,LAC,1,2,18,18,18,1,0,0,0,12/7
Andrei Iosivas,CIN,2,3,17,8.5,11,1,0,0,0,12/7
Van Jefferson,TEN,2,4,17,8.5,11,0,0,0,0,12/7
Adam Trautman,DEN,2,2,17,8.5,12,1,0,0,0,12/7
Ian Thomas,LV,2,2,17,8.5,12,2,0,0,0,12/7
Andrew Beck,NYJ,1,1,17,17,17,1,0,0,0,12/7
Khalil Shakir,BUF,2,3,16,8,11,1,1,0,0,12/7
Tyrell Shavers,BUF,1,1,16,16,16,1,0,0,0,12/7
Keon Coleman,BUF,2,3,16,8,8,1,0,0,0,12/7
Foster Moreau,NO,1,1,16,16,16,1,0,0,0,12/7
Noah Fant,CIN,1,2,15,15,15,1,0,0,0,12/7
Emeka Egbuka,TB,2,9,15,7.5,9,0,0,0,0,12/7
Tyler Warren,IND,2,6,15,7.5,13,1,0,0,0,12/7
Devin Neal,NO,1,1,14,14,14,1,0,0,0,12/7
Ty Johnson,BUF,2,3,14,7,7,0,0,0,0,12/7
Elic Ayomanor,TEN,1,3,14,14,14,1,1,0,0,12/7
John FitzPatrick,GB,2,2,14,7,8,0,0,0,0,12/7
Noah Gray,KC,1,3,14,14,14,0,0,0,0,12/7
Ben Skowronek,PIT,1,1,13,13,13,1,0,0,0,12/7
David Montgomery,DET,1,1,13,13,13,0,0,0,0,12/7
Darren Waller,MIA,1,3,13,13,13,1,0,0,0,12/7
De'Von Achane,MIA,1,1,13,13,13,1,0,0,0,12/7
Kyren Williams,LAR,2,2,13,6.5,9,0,0,0,0,12/7
Luke Schoonmaker,DAL,1,2,12,12,12,1,0,0,0,12/7
Chase Brown,CIN,3,4,12,4,10,1,1,0,0,12/7
Jaylin Noel,HOU,2,2,12,6,7,0,0,0,0,12/7
T.J. Hockenson,MIN,2,3,12,6,10,2,1,0,0,12/7
Darnell Washington,PIT,1,1,12,12,12,0,0,0,0,12/7
Ladd McConkey,LAC,1,5,12,12,12,1,0,0,0,12/7
Adam Prentice,DEN,2,2,11,5.5,6,1,0,0,0,12/7
Rasheen Ali,BAL,2,3,11,5.5,6,0,0,0,0,12/7
Omarion Hampton,LAC,2,2,11,5.5,7,1,1,0,0,12/7
Tanner Hudson,CIN,1,1,11,11,11,1,0,0,0,12/7
Troy Franklin,DEN,3,4,11,3.7,6,0,0,0,0,12/7
Justin Jefferson,MIN,2,4,11,5.5,13,1,0,0,0,12/7
Zach Ertz,WAS,1,2,11,11,11,1,0,0,0,12/7
Jerome Ford,CLE,2,3,10,5,9,1,0,0,0,12/7
Tai Felton,MIN,1,1,10,10,10,1,0,0,0,12/7
Malik Washington,MIA,3,4,10,3.3,9,0,0,0,0,12/7
Cody White,SEA,1,1,9,9,9,0,0,0,0,12/7
Jaleel McLaughlin,DEN,1,1,9,9,9,1,0,0,0,12/7
Ben Sims,MIN,1,1,9,9,9,1,0,0,0,12/7
Pat Freiermuth,PIT,2,3,9,4.5,6,0,0,0,0,12/7
Mark Andrews,BAL,1,5,9,9,9,0,0,0,0,12/7
Bijan Robinson,ATL,2,2,8,4,5,1,0,1,1,12/7
Travis Kelce,KC,1,5,8,8,8,0,0,0,0,12/7
Gunnar Helm,TEN,1,2,8,8,8,0,0,0,0,12/7
Woody Marks,HOU,2,3,8,4,9,1,1,0,0,12/7
Evan Engram,DEN,2,2,8,4,6,0,0,0,0,12/7
Ashton Jeanty,LV,2,4,8,4,4,0,0,0,0,12/7
Ben Sinnott,WAS,1,1,8,8,8,0,0,0,0,12/7
Travis Etienne Jr.,JAX,1,1,8,8,8,0,0,0,0,12/7
LeQuint Allen Jr.,JAX,2,2,8,4,5,0,0,0,0,12/7
Derrick Henry,BAL,1,2,8,8,8,0,0,0,0,12/7
Quentin Johnston,LAC,2,3,8,4,8,0,0,0,0,12/7
Brevyn Spann-Ford,DAL,1,1,7,7,7,0,0,0,0,12/7
Oronde Gadsden,LAC,1,4,7,7,7,0,0,0,0,12/7
Anthony Firkser,DET,1,1,7,7,7,1,0,0,0,12/7
Samaje Perine,CIN,1,1,7,7,7,1,0,0,0,12/7
Olamide Zaccheaus,CHI,2,3,7,3.5,6,1,1,0,0,12/7
Chris Brooks,GB,1,1,6,6,6,0,0,0,0,12/7
Darnell Mooney,ATL,1,4,6,6,6,0,0,0,0,12/7
David Martin-Robinson,TEN,1,1,6,6,6,1,0,0,0,12/7
Josh Jacobs,GB,2,2,6,3,6,0,0,0,0,12/7
Christian Kirk,HOU,1,3,6,6,6,0,0,0,0,12/7
Xavier Smith,LAR,1,1,6,6,6,0,0,0,0,12/7
Evan Hull,NO,1,1,6,6,6,0,0,0,0,12/7
JuJu Smith-Schuster,KC,1,2,5,5,5,1,0,0,0,12/7
Zavier Scott,MIN,1,1,5,5,5,0,0,0,0,12/7
Ameer Abdullah,IND,2,2,5,2.5,4,0,0,0,0,12/7
Tyler Badie,DEN,1,1,5,5,5,0,0,0,0,12/7
Marvin Mims Jr.,DEN,1,1,5,5,5,0,0,0,0,12/7
Jordan Whittington,LAR,1,1,5,5,5,0,0,0,0,12/7
Konata Mumpfield,LAR,1,1,5,5,5,0,0,0,0,12/7
Sterling Shepard,TB,1,1,5,5,5,0,0,0,0,12/7
Ross Dwelley,DET,1,1,4,4,4,0,0,0,0,12/7
Deven Thompkins,ATL,1,1,4,4,4,0,0,0,0,12/7
Adam Thielen,PIT,1,1,4,4,4,0,0,0,0,12/7
Will Shipley,PHI,1,1,3,3,3,0,0,0,0,12/7
Jackson Hawes,BUF,1,1,3,3,3,1,1,0,0,12/7
Blake Corum,LAR,1,1,3,3,3,0,0,0,0,12/7
Andre Baccellia,ARI,1,3,3,3,3,0,0,0,0,12/7
Anthony Gould,IND,1,1,3,3,3,0,0,0,0,12/7
Jahan Dotson,PHI,1,3,3,3,3,0,0,0,0,12/7
Durham Smythe,CHI,1,1,2,2,2,0,0,0,0,12/7
Raheem Mostert,LV,1,1,2,2,2,0,0,0,0,12/7
Jeremy McNichols,WAS,1,1,2,2,2,0,0,0,0,12/7
Rachaad White,TB,1,2,2,2,2,0,0,0,0,12/7
David Njoku,CLE,1,1,1,1,1,1,1,0,0,12/7
Will Dissly,LAC,1,1,1,1,1,0,0,0,0,12/7
David Sills V,ATL,0,4,0,-,-,0,0,0,0,12/7
Treylon Burks,WAS,0,1,0,-,-,0,0,0,0,12/7
Jameson Williams,DET,7,10,144,20.6,44,6,1,0,0,11/30
A.J. Brown,PHI,10,12,132,13.2,33,7,2,0,0,11/30
CeeDee Lamb,DAL,7,9,112,16,51,4,1,0,0,11/30
Ja'Marr Chase,CIN,7,14,110,15.7,43,5,0,0,0,11/30
Zach Ertz,WAS,10,13,106,10.6,21,6,0,0,0,11/30
Adonai Mitchell,NYJ,8,12,102,12.8,52,4,1,0,0,11/30
Nico Collins,HOU,5,10,98,19.6,29,5,0,0,0,11/30
Terry McLaurin,WAS,7,14,96,13.7,20,6,1,0,0,11/30
Isaiah Likely,BAL,5,6,95,19,43,1,0,1,1,11/30
Dontayvion Wicks,GB,6,7,94,15.7,30,5,2,0,0,11/30
Devaughn Vele,NO,8,8,93,11.6,15,6,1,0,0,11/30
Rashee Rice,KC,8,12,92,11.5,28,5,2,1,0,11/30
Jakobi Meyers,JAX,6,6,90,15,50,4,1,0,0,11/30
George Pickens,DAL,6,13,88,14.7,39,3,0,1,0,11/30
Kyle Pitts Sr.,ATL,7,8,82,11.7,24,5,0,0,0,11/30
Trey McBride,ARI,8,9,82,10.3,20,3,1,0,0,11/30
Xavier Smith,LAR,3,3,82,27.3,51,2,0,0,0,11/30
Christian Watson,GB,4,10,80,20,51,4,1,0,0,11/30
Evan Engram,DEN,6,9,79,13.2,41,3,0,0,0,11/30
Alec Pierce,IND,4,5,78,19.5,22,4,1,0,0,11/30
Chris Godwin Jr.,TB,3,5,78,26,31,3,0,0,0,11/30
Jalen Coker,CAR,4,6,74,18.5,33,4,1,0,0,11/30
Hunter Henry,NE,4,6,73,18.3,36,4,0,0,0,11/30
Puka Nacua,LAR,6,9,72,12,31,3,0,0,0,11/30
Marvin Harrison Jr.,ARI,6,7,69,11.5,21,4,0,0,0,11/30
George Kittle,SF,4,5,67,16.8,33,3,0,0,0,11/30
Jayden Higgins,HOU,5,5,65,13,19,4,0,0,0,11/30
Deebo Samuel,WAS,5,7,64,12.8,38,3,0,1,0,11/30
Brock Bowers,LV,4,4,63,15.8,27,4,2,0,0,11/30
Courtland Sutton,DEN,5,6,62,12.4,31,3,1,0,0,11/30
Xavier Worthy,KC,4,6,61,15.3,42,1,0,0,0,11/30
T.J. Hockenson,MIN,6,6,59,9.8,29,3,0,0,0,11/30
Davante Adams,LAR,4,5,58,14.5,32,4,2,0,0,11/30
Dalton Schultz,HOU,7,8,55,7.9,14,2,0,0,0,11/30
Bijan Robinson,ATL,5,7,51,10.2,42,1,0,0,0,11/30
DeVonta Smith,PHI,5,8,48,9.6,30,2,0,0,0,11/30
Mark Andrews,BAL,4,6,47,11.8,19,2,0,0,0,11/30
Darren Waller,MIA,2,3,47,23.5,34,1,0,0,0,11/30
Chris Olave,NO,4,7,47,11.8,17,3,1,0,0,11/30
Michael Carter,ARI,5,6,47,9.4,15,2,0,0,0,11/30
Adam Trautman,DEN,3,4,47,15.7,22,3,0,0,0,11/30
Travis Kelce,KC,5,6,45,9,22,2,1,0,0,11/30
Brenton Strange,JAX,3,4,45,15,21,3,1,0,0,11/30
Darnell Washington,PIT,2,4,45,22.5,26,1,0,0,0,11/30
Derrick Henry,BAL,1,1,44,44,44,1,0,0,0,11/30
Josh Downs,IND,2,6,44,22,34,2,0,0,0,11/30
Harold Fannin Jr.,CLE,3,5,43,14.3,34,1,1,1,1,11/30
Tetairoa McMillan,CAR,1,2,43,43,43,1,1,0,0,11/30
Emeka Egbuka,TB,4,8,42,10.5,23,1,0,0,0,11/30
Pat Bryant,DEN,3,7,42,14,21,2,0,0,0,11/30
Chuba Hubbard,CAR,2,2,41,20.5,35,1,1,0,0,11/30
Darius Slayton,NYG,2,3,41,20.5,30,2,1,0,0,11/30
Jaylen Waddle,MIA,3,6,40,13.3,22,3,0,0,0,11/30
Rhamondre Stevenson,NE,3,3,40,13.3,36,1,0,0,0,11/30
Xavier Hutchinson,HOU,2,5,39,19.5,24,2,0,0,0,11/30
Jauan Jennings,SF,4,6,39,9.8,13,4,1,0,0,11/30
Juwan Johnson,NO,5,9,39,7.8,11,2,0,0,0,11/30
Ladd McConkey,LAC,4,6,39,9.8,15,2,1,0,0,11/30
Jake Ferguson,DAL,5,6,36,7.2,11,2,0,0,0,11/30
Jonathan Taylor,IND,3,5,36,12,33,1,0,0,0,11/30
Bam Knight,ARI,3,3,36,12,15,2,1,1,1,11/30
Tom Kennedy,DET,4,4,36,9,23,2,0,0,0,11/30
Cole Kmet,CHI,3,3,36,12,28,1,1,0,0,11/30
Jordan Addison,MIN,5,10,36,7.2,11,2,0,0,0,11/30
Michael Wilson,ARI,3,7,36,12,16,3,0,0,0,11/30
Isaac TeSlaa,DET,2,2,35,17.5,18,2,1,0,0,11/30
Chase Brown,CIN,7,7,35,5,9,1,0,0,0,11/30
Tyler Allgeier,ATL,2,2,35,17.5,31,1,0,0,0,11/30
AJ Barner,SEA,4,5,35,8.8,13,2,0,0,0,11/30
Kayshon Boutte,NE,4,5,35,8.8,13,2,1,0,0,11/30
Ryan Flournoy,DAL,3,3,34,11.3,17,2,0,0,0,11/30
Devin Singletary,NYG,3,3,34,11.3,16,1,0,0,0,11/30
Wan'Dale Robinson,NYG,7,8,34,4.9,8,0,0,0,0,11/30
James Cook III,BUF,3,3,33,11,16,2,0,2,1,11/30
Luther Burden III,CHI,4,6,33,8.3,11,1,0,0,0,11/30
DeMario Douglas,NE,3,3,33,11,15,2,0,0,0,11/30
Kyle Williams,NE,1,1,33,33,33,1,1,0,0,11/30
DK Metcalf,PIT,3,5,32,10.7,14,2,0,0,0,11/30
Malik Washington,MIA,4,5,30,7.5,19,2,0,0,0,11/30
Ashton Jeanty,LV,6,8,30,5,8,0,0,0,0,11/30
Keenan Allen,LAC,4,5,30,7.5,10,3,0,0,0,11/30
Tre' Harris,LAC,3,4,30,10,16,2,0,0,0,11/30
Andrei Iosivas,CIN,1,2,29,29,29,1,1,0,0,11/30
Chig Okonkwo,TEN,4,5,29,7.3,16,1,0,0,0,11/30
Theo Johnson,NYG,3,8,29,9.7,18,1,0,0,0,11/30
KaVontae Turpin,DAL,2,2,28,14,19,2,0,0,0,11/30
Colston Loveland,CHI,3,6,28,9.3,13,2,0,0,0,11/30
Brian Thomas Jr.,JAX,2,3,28,14,17,2,0,0,0,11/30
Dawson Knox,BUF,3,4,28,9.3,16,2,0,0,0,11/30
Dallas Goedert,PHI,2,4,27,13.5,22,1,0,0,0,11/30
Kyle Juszczyk,SF,2,2,27,13.5,23,1,0,0,0,11/30
Oronde Gadsden,LAC,1,2,27,27,27,1,0,0,0,11/30
RJ Harvey,DEN,3,4,27,9,12,2,0,0,0,11/30
Colby Parkinson,LAR,4,5,27,6.8,12,3,0,0,0,11/30
Jerry Jeudy,CLE,3,4,26,8.7,11,1,0,0,0,11/30
Parker Washington,JAX,1,3,26,26,26,1,0,0,0,11/30
Stefon Diggs,NE,3,4,26,8.7,13,2,0,0,0,11/30
DeAndre Hopkins,BAL,2,3,25,12.5,15,1,0,0,0,11/30
Tyjae Spears,TEN,6,6,25,4.2,10,2,0,0,0,11/30
Darnell Mooney,ATL,2,5,25,12.5,16,2,0,0,0,11/30
Kenneth Gainwell,PIT,2,3,25,12.5,17,1,0,0,0,11/30
Cooper Kupp,SEA,3,4,24,8,13,1,0,0,0,11/30
Greg Dulcich,MIA,2,2,24,12,21,1,0,0,0,11/30
Gage Larvadain,CLE,2,3,23,11.5,13,2,0,3,1,11/30
Luke Musgrave,GB,1,1,23,23,23,1,0,0,0,11/30
Gunnar Helm,TEN,6,7,23,3.8,6,0,0,0,0,11/30
Deven Thompkins,ATL,2,2,23,11.5,19,1,0,0,0,11/30
Quentin Johnston,LAC,3,3,23,7.7,10,2,1,0,0,11/30
Jaxon Smith-Njigba,SEA,2,4,23,11.5,17,2,0,0,0,11/30
Mack Hollins,NE,3,4,23,7.7,11,1,0,0,0,11/30
Tyler Warren,IND,3,4,22,7.3,12,1,1,1,0,11/30
Aaron Jones Sr.,MIN,4,4,22,5.5,13,1,0,1,1,11/30
Rachaad White,TB,3,3,22,7.3,11,0,0,0,0,11/30
Kareem Hunt,KC,1,2,22,22,22,1,0,0,0,11/30
Mitch Tinsley,CIN,2,9,22,11,14,1,0,0,0,11/30
Devin Neal,NO,3,3,22,7.3,10,0,0,0,0,11/30
Jack Bech,LV,2,3,22,11,16,2,0,0,0,11/30
Troy Franklin,DEN,2,3,21,10.5,17,1,0,0,0,11/30
Javonte Williams,DAL,3,3,21,7,14,2,1,0,0,11/30
Christian McCaffrey,SF,4,4,21,5.3,12,2,0,0,0,11/30
Mason Taylor,NYJ,2,4,21,10.5,15,2,0,0,0,11/30
Cody White,SEA,1,1,21,21,21,1,0,0,0,11/30
Rico Dowdle,CAR,2,2,21,10.5,13,1,0,0,0,11/30
Romeo Doubs,GB,4,4,20,5,8,1,1,1,0,11/30
Hollywood Brown,KC,2,2,20,10,10,2,1,0,0,11/30
Van Jefferson,TEN,3,4,20,6.7,12,0,0,0,0,11/30
Mason Tipton,NO,3,4,20,6.7,10,1,0,0,0,11/30
Ty Johnson,BUF,3,5,20,6.7,9,2,0,0,0,11/30
Tre Tucker,LV,3,3,20,6.7,9,1,0,0,0,11/30
Bucky Irving,TB,2,2,20,10,20,1,0,0,0,11/30
Mitchell Evans,CAR,3,3,20,6.7,7,1,0,0,0,11/30
Mike Gesicki,CIN,2,4,19,9.5,11,1,0,0,0,11/30
Olamide Zaccheaus,CHI,2,3,19,9.5,10,2,0,0,0,11/30
John Metchie III,NYJ,4,8,19,4.8,7,0,0,0,0,11/30
TreVeyon Henderson,NE,3,4,19,6.3,12,1,0,0,0,11/30
Jahmyr Gibbs,DET,3,4,18,6,7,1,0,0,0,11/30
Quinshon Judkins,CLE,3,3,18,6,13,1,0,0,0,11/30
Isaiah Bond,CLE,1,2,18,18,18,1,0,0,0,11/30
Kenneth Walker III,SEA,3,4,18,6,14,2,0,0,0,11/30
Tyler Badie,DEN,3,5,18,6,13,1,0,0,0,11/30
Charlie Kolar,BAL,1,1,17,17,17,1,0,0,0,11/30
Isiah Pacheco,KC,2,2,17,8.5,11,0,0,0,0,11/30
DJ Moore,CHI,2,5,17,8.5,11,2,0,0,0,11/30
Jerome Ford,CLE,3,3,17,5.7,9,1,0,0,0,11/30
Elijah Higgins,ARI,2,2,17,8.5,9,1,0,0,0,11/30
David Montgomery,DET,2,2,16,8,13,1,0,1,0,11/30
Cade Stover,HOU,2,2,16,8,11,1,0,0,0,11/30
Cedrick Wilson Jr.,MIA,1,2,16,16,16,1,0,0,0,11/30
Samaje Perine,CIN,2,2,15,7.5,9,0,0,1,1,11/30
Xavier Restrepo,TEN,1,1,15,15,15,1,0,0,0,11/30
David Sills V,ATL,2,4,15,7.5,9,1,1,0,0,11/30
Quintin Morris,JAX,1,2,14,14,14,1,0,0,0,11/30
Greg Dortch,ARI,2,2,14,7,11,1,0,0,0,11/30
Tanner Hudson,CIN,1,2,14,14,14,1,1,0,0,11/30
Drew Sample,CIN,1,2,14,14,14,1,0,0,0,11/30
Ricky Pearsall,SF,2,3,14,7,13,1,0,0,0,11/30
Colson Yankoff,WAS,1,1,14,14,14,1,0,0,0,11/30
D'Andre Swift,CHI,1,2,13,13,13,1,0,0,0,11/30
James Proche II,TEN,1,1,13,13,13,0,0,0,0,11/30
Travis Etienne Jr.,JAX,1,1,13,13,13,1,0,0,0,11/30
Michael Pittman Jr.,IND,1,4,13,13,13,1,0,0,0,11/30
Foster Moreau,NO,2,2,13,6.5,7,0,0,0,0,11/30
Brandin Cooks,BUF,1,1,13,13,13,1,0,0,0,11/30
Keaton Mitchell,BAL,2,3,12,6,12,1,0,0,0,11/30
Jahan Dotson,PHI,1,3,12,12,12,1,0,0,0,11/30
Jeremy Ruckert,NYJ,2,2,12,6,9,0,0,0,0,11/30
Adam Prentice,DEN,1,1,11,11,11,1,0,0,0,11/30
Will Shipley,PHI,1,1,11,11,11,0,0,0,0,11/30
Tim Patrick,JAX,1,1,11,11,11,1,0,0,0,11/30
